Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active_Cases,CFR,Recovery_Rate,Vaccination_Rate,People_Vaccinated,People_Fully_Vaccinated,Total_vaccinations,Tests_Performed,Test_Positivity_Rate
São Paulo,Brazil,-23.55,-46.63,11/26/2022,1382855,12148,780142,590565,0.88,56.42,97.35,13407217,12356778,26061750,12114903,11.41
Amazonas,Brazil,-3.07,-60.02,1/25/2022,686808,6700,565518,114590,0.98,82.34,12.22,8374707,5519500,14971453,36874848,1.86
Moscow,Russia,55.75,37.62,9/22/2021,2219304,88880,1825045,305379,4,82.24,68.45,18402046,11720820,33822757,46206802,4.8
Ontario,Canada,43.65,-79.38,1/3/2021,4963961,108184,3634457,1221320,2.18,73.22,4.57,2335265,2089092,8621494,12314084,40.31
New York,USA,40.71,-74.01,9/18/2022,2497278,34629,1786581,676068,1.39,71.54,129.28,20156486,15954286,40726519,15165974,16.47
Jalisco,Mexico,20.67,-103.35,4/11/2022,2543859,80615,2340974,122270,3.17,92.02,31.52,20525201,14915453,37930320,93448212,2.72
Shanghai,China,31.23,121.47,3/30/2021,4872088,75472,3634012,1162604,1.55,74.59,125.02,19741122,17182327,38229896,67762841,7.19
Florida,USA,27.99,-81.76,3/19/2022,1610143,52717,1082743,474683,3.27,67.25,46.98,24776020,12512877,38734484,11444310,14.07
Delhi,India,28.61,77.21,1/11/2023,603657,16228,564575,22854,2.69,93.53,26.52,23897384,20515001,48531903,19829012,3.04
Amazonas,Brazil,-3.07,-60.02,3/21/2022,1834462,2222,1612421,219819,0.12,87.9,7.58,3817126,2983360,10108677,84163578,2.18
British Columbia,Canada,49.28,-123.12,12/21/2022,2906236,32299,1605649,1268288,1.11,55.25,52.6,28944418,22487400,54013353,45443846,6.4
California,USA,36.77,-119.42,1/11/2021,2902325,101192,1583191,1217942,3.49,54.55,0.26,231266,131803,4163682,92857624,3.13
Hubei,China,30.58,114.27,7/22/2023,1622630,68981,950679,602970,4.25,58.59,15.83,2403724,1288433,4682053,86412717,1.88
Delhi,India,28.61,77.21,6/2/2021,2381018,52398,2165004,163616,2.2,90.93,28.32,27378915,25782621,53524005,91417881,2.6
Wales,UK,51.48,-3.18,4/3/2021,2808078,127317,1553955,1126806,4.53,55.34,1.9,346989,327481,1397470,10130794,27.72
São Paulo,Brazil,-23.55,-46.63,3/14/2022,4741161,111418,4112570,517173,2.35,86.74,20.34,13507781,7865917,21409009,8087958,58.62
Guangdong,China,23.38,113.43,5/30/2023,4548968,98226,3748085,702657,2.16,82.39,8.47,4308408,3827666,8577974,37917987,12
Delhi,India,28.61,77.21,12/27/2022,1665858,49427,1135968,480463,2.97,68.19,38.97,10758972,7959716,21311605,23268171,7.16
Delhi,India,28.61,77.21,7/30/2021,4985486,110835,4427681,446970,2.22,88.81,133.64,12781157,11458973,27434130,2790602,178.65
Hubei,China,30.58,114.27,9/12/2022,2654505,126485,2113760,414260,4.76,79.63,4.03,225121,174190,4334762,75310974,3.52
São Paulo,Brazil,-23.55,-46.63,10/7/2021,3042194,50745,2797695,193754,1.67,91.96,179.81,12908528,9379249,24871511,51704262,5.88
Kerala,India,10.85,76.27,8/20/2023,2134880,35868,1663762,435250,1.68,77.93,16.83,5007198,2875498,12564662,40450858,5.28
Catalonia,Spain,41.39,2.17,12/21/2022,3369157,92788,2295510,980859,2.75,68.13,53.99,18949388,12637043,36240182,40909791,8.24
Uttar Pradesh,India,26.85,80.91,9/10/2022,2219850,99604,1411333,708913,4.49,63.58,17.31,10024415,5093018,17453590,86763497,2.56
Wales,UK,51.48,-3.18,9/25/2021,448444,16207,425735,6502,3.61,94.94,0.37,163984,138249,1583290,88990897,0.5
Beijing,China,39.9,116.4,3/25/2021,2612546,25247,2095955,491344,0.97,80.23,15.41,9653444,7657311,17924841,44949207,5.81
Saint Petersburg,Russia,59.93,30.33,3/15/2023,844328,39373,765277,39678,4.66,90.64,93.31,25732831,19302499,47570311,79913919,1.06
Lombardy,Italy,45.47,9.19,7/12/2021,320749,9932,209362,101455,3.1,65.27,6.58,5981000,5434929,15419870,92664310,0.35
New York,USA,40.71,-74.01,3/7/2022,4000870,630,2890993,1109247,0.02,72.26,48.42,14593187,7916612,25635209,51304591,7.8
Saint Petersburg,Russia,59.93,30.33,5/2/2021,1438621,44222,971469,422930,3.07,67.53,46.68,28129660,18865117,50928392,14159702,10.16
Scotland,UK,55.95,-3.19,1/5/2022,1867630,10631,1110002,746997,0.57,59.43,169,22522519,12383877,36614622,56241995,3.32
Wales,UK,51.48,-3.18,7/18/2023,1280490,24231,790030,466229,1.89,61.7,24.94,22355566,16806874,42402571,97866433,1.31
São Paulo,Brazil,-23.55,-46.63,8/11/2022,391689,17232,212438,162019,4.4,54.24,427.13,24852406,12994148,40694854,7507617,5.22
Lombardy,Italy,45.47,9.19,1/13/2021,2791578,43877,2066120,681581,1.57,74.01,119.35,12937099,11768056,27564262,67499906,4.14
Mexico City,Mexico,19.43,-99.13,8/21/2023,4567368,15430,3365166,1186772,0.34,73.68,20.76,15287436,11007106,28501272,91611738,4.99
Beijing,China,39.9,116.4,5/13/2021,4933841,38445,4322788,572608,0.78,87.62,0.08,69182,66090,3001171,40296946,12.24
Shanghai,China,31.23,121.47,12/24/2021,1346469,13092,1115744,217633,0.97,82.86,11.31,10454698,9954145,23021800,10458633,12.87
Tamil Nadu,India,13.08,80.27,11/30/2021,2163928,4043,1821959,337926,0.19,84.2,15.87,11099966,8290569,22105393,99374017,2.18
British Columbia,Canada,49.28,-123.12,6/10/2023,4579316,207457,2408771,1963088,4.53,52.6,72.31,26879062,19686245,49019063,44847781,10.21
Northern Ireland,UK,54.6,-5.93,5/31/2023,2406841,86409,1681428,639004,3.59,69.86,12.8,9599013,9339163,22442070,81757139,2.94
Hubei,China,30.58,114.27,3/22/2021,1100293,7937,796402,295954,0.72,72.38,35.71,26331994,25868776,56353886,87905390,1.25
New York,USA,40.71,-74.01,6/30/2021,4399125,89217,4046231,263677,2.03,91.98,56.62,26676749,25446326,56473337,53704249,8.19
California,USA,36.77,-119.42,11/9/2021,3900913,161910,2356631,1382372,4.15,60.41,137.37,28452601,14345961,43711991,92357911,4.22
Veneto,Italy,45.44,12.33,7/18/2022,2625475,75691,1776224,773560,2.88,67.65,9.06,8742239,6010863,17632228,29522976,8.89
Wales,UK,51.48,-3.18,9/20/2021,4940858,50981,3895566,994311,1.03,78.84,39.75,11879471,10306916,23383875,77052562,6.41
Kerala,India,10.85,76.27,11/11/2021,650439,31197,542377,76865,4.8,83.39,0.26,193259,132082,4986503,55230305,1.18
São Paulo,Brazil,-23.55,-46.63,9/27/2023,3312343,40895,1769758,1501690,1.23,53.43,19.65,7298127,7001213,17049897,18124311,18.28
Rio de Janeiro,Brazil,-22.91,-43.17,11/12/2021,1198260,23130,1102661,72469,1.93,92.02,9.88,9421475,4766898,16427015,21414005,5.6
Texas,USA,31.97,-99.9,5/27/2021,538586,13193,325431,199962,2.45,60.42,5.47,5226259,4624580,13339625,25189348,2.14
New York,USA,40.71,-74.01,2/18/2021,3894188,10938,3386925,496325,0.28,86.97,19.97,12306588,6701483,21749490,15504586,25.12
Lombardy,Italy,45.47,9.19,8/26/2021,2903431,134480,1951868,817083,4.63,67.23,62.96,16238240,12216266,28581327,10690159,27.16
Lazio,Italy,41.89,12.5,2/16/2022,4924043,64567,3894366,965110,1.31,79.09,30.42,25995383,23622159,52711549,27655374,17.81
Delhi,India,28.61,77.21,12/26/2022,3225583,118347,2466599,640637,3.67,76.47,27.16,22008653,16549511,40333132,88065727,3.66
Nuevo León,Mexico,25.67,-100.31,2/14/2022,2370592,18525,1654309,697758,0.78,69.78,9.17,8688614,5809481,17409207,67529511,3.51
Tamil Nadu,India,13.08,80.27,10/2/2021,1723702,36969,1500567,186166,2.14,87.05,9.76,7703071,7417419,19664461,87468307,1.97
Wales,UK,51.48,-3.18,4/17/2023,2054143,66642,1666654,320847,3.24,81.14,6.35,6097530,4892345,11313126,37774526,5.44
Madrid,Spain,40.42,-3.7,3/1/2023,1631020,40260,1274654,316106,2.47,78.15,89.74,25880301,17390634,47810988,18241208,8.94
Jalisco,Mexico,20.67,-103.35,3/12/2021,4234749,183717,2591175,1459857,4.34,61.19,134.88,17885245,15631854,35766485,96484407,4.39
Wales,UK,51.48,-3.18,7/3/2021,3650570,87736,2089067,1473767,2.4,57.23,104.88,27612364,24876424,56464339,40371992,9.04
Rio de Janeiro,Brazil,-22.91,-43.17,7/18/2021,625943,18935,556697,50311,3.03,88.94,21.25,8911764,8335358,21271867,13617440,4.6
Delhi,India,28.61,77.21,3/11/2021,341369,9958,195541,135870,2.92,57.28,16.51,11086630,5685225,19015361,75776799,0.45
Uttar Pradesh,India,26.85,80.91,12/2/2022,1823278,15925,1092182,715171,0.87,59.9,54.23,27367975,25533777,56269683,86164010,2.12
Kerala,India,10.85,76.27,10/15/2022,4418434,4658,3630926,782850,0.11,82.18,4.53,1085396,994173,3158041,81571707,5.42
Amazonas,Brazil,-3.07,-60.02,6/4/2023,2444181,88648,2157972,197561,3.63,88.29,4.13,3459646,3446997,7655612,59144823,4.13
England,UK,51.51,-0.13,2/7/2021,3873351,181068,3534384,157899,4.67,91.25,20.73,11815655,9146799,24671892,52917316,7.32
Saint Petersburg,Russia,59.93,30.33,3/2/2023,4843645,54607,3778332,1010706,1.13,78.01,17.63,3658916,2642824,8135553,43955910,11.02
Jalisco,Mexico,20.67,-103.35,9/11/2021,730994,16580,492668,221746,2.27,67.4,39.47,9715100,5609143,16814365,10605191,6.89
Maharashtra,India,19.75,75.71,9/9/2022,4582911,22019,2324873,2236019,0.48,50.73,25.77,22368312,18979155,43257266,39041984,11.74
Uttar Pradesh,India,26.85,80.91,1/13/2023,2774210,86382,2214989,472839,3.11,79.84,505.45,28354268,24841766,57882003,93960288,2.95
Jalisco,Mexico,20.67,-103.35,10/13/2022,4473759,68006,3750355,655398,1.52,83.83,15.82,10909534,5558602,19290796,56309493,7.94
New York,USA,40.71,-74.01,11/15/2021,2955863,71467,1991273,893123,2.42,67.37,45.47,17394765,10881690,28540771,53986189,5.48
New York,USA,40.71,-74.01,4/6/2023,2118654,31187,1171362,916105,1.47,55.29,29.85,22000930,13014888,38879216,92642331,2.29
Hubei,China,30.58,114.27,2/28/2023,215550,3126,122126,90298,1.45,56.66,30.66,21819655,19117150,41081412,62802399,0.34
Rio de Janeiro,Brazil,-22.91,-43.17,7/25/2021,2429074,86655,1371036,971383,3.57,56.44,12.5,11952658,10052562,23782838,21631607,11.23
Catalonia,Spain,41.39,2.17,11/5/2022,2397258,47911,1345130,1004217,2,56.11,161.33,23460312,16425581,41641849,23849250,10.05
Beijing,China,39.9,116.4,2/18/2022,2029343,16214,1205284,807845,0.8,59.39,4.79,3291879,1951322,8153948,90834860,2.23
Maharashtra,India,19.75,75.71,9/5/2023,4676715,64019,3022547,1590149,1.37,64.63,13.01,6014175,3138660,10172530,87704013,5.33
New York,USA,40.71,-74.01,5/19/2021,3199852,147127,1762981,1289744,4.6,55.1,11.99,10493564,9276423,19897331,93587244,3.42
Lombardy,Italy,45.47,9.19,2/5/2022,3928832,92389,2119011,1717432,2.35,53.93,24.05,20210502,19191374,42822868,72980598,5.38
Scotland,UK,55.95,-3.19,7/14/2022,1427449,20266,1391827,15356,1.42,97.5,56.73,5729332,3587082,12310692,15041377,9.49
Shanghai,China,31.23,121.47,4/4/2023,4146989,180230,2098303,1868456,4.35,50.6,3.77,644391,374747,5232690,15902670,26.08
São Paulo,Brazil,-23.55,-46.63,4/21/2023,505563,10056,336440,159067,1.99,66.55,47.02,12621543,7279717,20626921,47861168,1.06
Maharashtra,India,19.75,75.71,8/4/2023,1749901,895,1191489,557517,0.05,68.09,21.61,10896317,9006298,22537615,71427886,2.45
Amazonas,Brazil,-3.07,-60.02,6/13/2021,4630203,136311,2886609,1607283,2.94,62.34,55.49,28116781,25186979,57801185,89457866,5.18
British Columbia,Canada,49.28,-123.12,5/30/2022,1196745,24325,727809,444611,2.03,60.82,19.09,15277833,9819806,25532584,80177682,1.49
Jalisco,Mexico,20.67,-103.35,1/3/2022,4368979,136103,2352435,1880441,3.12,53.84,14.84,11009792,10882306,23653150,45149432,9.68
Mexico City,Mexico,19.43,-99.13,7/23/2023,1663597,53053,1201951,408593,3.19,72.25,4.78,2434836,1428432,5128769,79541418,2.09
Veneto,Italy,45.44,12.33,10/8/2022,2334292,19865,1448307,866120,0.85,62.04,29.34,27255537,25681058,55437324,15543037,15.02
Lombardy,Italy,45.47,9.19,6/27/2021,39113,394,31491,7228,1.01,80.51,32.46,25565074,19933937,47601368,5127668,0.76
Saint Petersburg,Russia,59.93,30.33,4/14/2021,2928094,24425,1487534,1416135,0.83,50.8,40.65,13534293,11341225,26153910,53804818,5.44
Rio de Janeiro,Brazil,-22.91,-43.17,5/16/2021,1354992,52832,1171344,130816,3.9,86.45,173.31,24788044,17341837,43861350,65144453,2.08
Jalisco,Mexico,20.67,-103.35,3/12/2023,2971899,57699,1727591,1186609,1.94,58.13,3.9,3612911,2405283,10482855,63949812,4.65
Nuevo León,Mexico,25.67,-100.31,8/17/2022,883911,34552,845590,3769,3.91,95.66,55.73,16882514,13250573,34704669,89062618,0.99
Rio de Janeiro,Brazil,-22.91,-43.17,6/14/2021,1817168,34342,1232993,549833,1.89,67.85,2.81,685687,638633,3708277,36106490,5.03
Beijing,China,39.9,116.4,9/1/2023,4309888,192006,2882810,1235072,4.46,66.89,17.42,9952721,9303696,19934529,22928292,18.8
Uttar Pradesh,India,26.85,80.91,8/27/2023,2847671,95524,1621414,1130733,3.35,56.94,32.75,11204818,7222694,22982485,10127460,28.12
Madrid,Spain,40.42,-3.7,2/7/2022,4326542,74222,3761993,490327,1.72,86.95,12.3,8450649,4654821,15257037,98462696,4.39
Nuevo León,Mexico,25.67,-100.31,7/21/2022,3096752,81252,2706257,309243,2.62,87.39,28.84,21709811,20566163,45955052,47735100,6.49
Rio de Janeiro,Brazil,-22.91,-43.17,7/14/2022,51127,2502,35728,12897,4.89,69.88,1.06,936339,698162,3798109,58073868,0.09
Jalisco,Mexico,20.67,-103.35,1/25/2021,3065904,94714,2367130,604060,3.09,77.21,27.03,15922246,8031470,26115440,93605743,3.28
Wales,UK,51.48,-3.18,6/30/2021,2785981,34678,2133651,617652,1.24,76.59,85.69,24845067,19413793,48924139,41285285,6.75
Delhi,India,28.61,77.21,3/18/2021,3769112,166145,2832336,770631,4.41,75.15,107.07,19984480,10543029,33374227,30079046,12.53
Wales,UK,51.48,-3.18,5/19/2021,3272193,134788,3077135,60270,4.12,94.04,24.03,18070016,10470913,32419742,21076422,15.53
Kerala,India,10.85,76.27,10/9/2021,4462107,63016,3382350,1016741,1.41,75.8,1.96,1929645,1069717,5391237,44868700,9.94
Ontario,Canada,43.65,-79.38,2/22/2021,1026389,17641,931350,77398,1.72,90.74,28.91,13178671,11291585,25282258,14758132,6.95
Northern Ireland,UK,54.6,-5.93,8/10/2023,2448963,90433,2210477,148053,3.69,90.26,4.29,2621636,2039299,8865324,33212385,7.37
Veneto,Italy,45.44,12.33,5/2/2021,4148846,77019,3302403,769424,1.86,79.6,29.9,15480312,15417064,32728018,91626637,4.53
Madrid,Spain,40.42,-3.7,1/9/2021,4422883,105661,4254550,62672,2.39,96.19,37.71,14994309,11955321,27496931,69343912,6.38
Delhi,India,28.61,77.21,12/13/2021,1666972,16122,1584571,66279,0.97,95.06,78.66,26359589,25060947,55097583,12055083,13.83
Ontario,Canada,43.65,-79.38,1/23/2022,2091215,95049,1373444,622722,4.55,65.68,32.79,23045825,14858513,38277902,92771398,2.25
Ontario,Canada,43.65,-79.38,5/29/2021,1632011,4202,1100531,527278,0.26,67.43,29.98,17545068,14392564,32395430,34971920,4.67
Maharashtra,India,19.75,75.71,6/5/2021,2380208,57741,2223955,98512,2.43,93.44,8.42,6438163,5849369,15563367,50939649,4.67
Amazonas,Brazil,-3.07,-60.02,7/10/2022,533252,6326,305306,221620,1.19,57.25,3.69,2654029,2456048,8060288,98960143,0.54
Veneto,Italy,45.44,12.33,2/22/2022,4717081,114537,4546202,56342,2.43,96.38,82.85,20796082,20352964,45800680,46033910,10.25
Moscow,Russia,55.75,37.62,10/30/2021,310166,14215,263537,32414,4.58,84.97,34.64,12603487,9949331,24476798,15020363,2.06
British Columbia,Canada,49.28,-123.12,11/27/2021,203280,6219,131429,65632,3.06,64.65,0.43,343426,286993,4537493,16406160,1.24
Guangdong,China,23.38,113.43,6/14/2021,1937161,69512,1655781,211868,3.59,85.47,0.7,300674,154617,4348444,12237388,15.83
California,USA,36.77,-119.42,1/6/2021,2862895,123729,2245501,493665,4.32,78.43,25.7,13774550,13274040,29918805,8043297,35.59
São Paulo,Brazil,-23.55,-46.63,5/17/2022,3393034,8621,2601943,782470,0.25,76.68,33.77,16407322,14002611,34690263,54368596,6.24
Lazio,Italy,41.89,12.5,4/26/2021,2343001,59621,2001256,282124,2.54,85.41,7.38,5831958,3061823,10297658,23079821,10.15
Northern Ireland,UK,54.6,-5.93,7/23/2022,2522140,77582,2015432,429126,3.08,79.91,40.62,27480848,20401464,52765517,21069096,11.97
Madrid,Spain,40.42,-3.7,11/12/2021,3248956,115507,2194273,939176,3.56,67.54,154.87,19633968,17679394,41470703,80891593,4.02
England,UK,51.51,-0.13,7/18/2023,3446537,125999,1999900,1320638,3.66,58.03,9.51,8567490,4527821,14591108,62172716,5.54
Quebec,Canada,46.81,-71.21,7/8/2021,1905373,520,1708244,196609,0.03,89.65,9.53,3901145,3025158,10484247,17543461,10.86
England,UK,51.51,-0.13,8/11/2023,2527997,18716,1282649,1226632,0.74,50.74,24.74,22694430,17569549,41757531,48146875,5.25
Beijing,China,39.9,116.4,5/4/2021,454974,19528,321442,114004,4.29,70.65,15.47,3754292,3729585,8859403,9897132,4.6
Northern Ireland,UK,54.6,-5.93,7/27/2022,4009185,137584,2679990,1191611,3.43,66.85,12.16,9544126,8662577,21024541,25492599,15.73
Delhi,India,28.61,77.21,9/5/2022,1852356,873,1175676,675807,0.05,63.47,11.07,9107788,7239703,19275795,77825128,2.38
British Columbia,Canada,49.28,-123.12,6/26/2023,2507697,51155,2053577,402965,2.04,81.89,72.33,26408822,25995356,54754841,26480199,9.47
New York,USA,40.71,-74.01,7/31/2022,1610724,44007,1072707,494010,2.73,66.6,49.16,28782757,28183491,59680535,44653357,3.61
Uttar Pradesh,India,26.85,80.91,3/13/2022,1722989,21764,1473714,227511,1.26,85.53,26.42,16551333,14476183,34184115,93999757,1.83
Saint Petersburg,Russia,59.93,30.33,4/11/2022,3774193,153965,2996878,623350,4.08,79.4,18.99,13354136,10637129,28767387,72619889,5.2
Jalisco,Mexico,20.67,-103.35,12/16/2022,2362802,30466,1698625,633711,1.29,71.89,0.17,78247,45595,248624,67044369,3.52
California,USA,36.77,-119.42,2/28/2021,2532310,70581,1756995,704734,2.79,69.38,48.43,23796825,14797820,40211368,70640739,3.58
California,USA,36.77,-119.42,1/19/2023,361853,3599,208203,150051,0.99,57.54,80.35,19139438,13149702,36932281,66214676,0.55
Guangdong,China,23.38,113.43,11/1/2021,4769795,228175,2554697,1986923,4.78,53.56,7.83,7287387,6644152,15647674,7553639,63.15
Rio de Janeiro,Brazil,-22.91,-43.17,6/18/2022,1458010,42271,1173222,242517,2.9,80.47,9.38,4427824,3602197,9188508,99367965,1.47
Wales,UK,51.48,-3.18,7/1/2023,4595097,61118,3324656,1209323,1.33,72.35,3.5,3011065,2692744,7915239,18122300,25.36
Guangdong,China,23.38,113.43,7/20/2022,2635657,130419,1450074,1055164,4.95,55.02,37.64,25390828,21642240,50262636,97929224,2.69
Quebec,Canada,46.81,-71.21,12/14/2021,954183,28530,514193,411460,2.99,53.89,18.38,6058255,5323413,15754833,58458690,1.63
Lombardy,Italy,45.47,9.19,1/25/2021,956179,17529,643237,295413,1.83,67.27,24.57,10669372,10198902,25507363,54673656,1.75
Saint Petersburg,Russia,59.93,30.33,1/28/2022,557458,6150,433325,117983,1.1,77.73,28.55,18577539,12531562,32373874,78717006,0.71
Maharashtra,India,19.75,75.71,1/25/2021,846979,23497,573729,249753,2.77,67.74,25.38,22297547,20255529,45409906,79898945,1.06
Amazonas,Brazil,-3.07,-60.02,5/29/2023,2521610,27304,1324761,1169545,1.08,52.54,65.38,22745068,22461728,47843127,23977549,10.52
Madrid,Spain,40.42,-3.7,3/6/2023,2365291,30290,2305873,29128,1.28,97.49,39.7,10927409,7875906,21670047,91567001,2.58
Lazio,Italy,41.89,12.5,12/20/2022,1417610,63751,968332,385527,4.5,68.31,45.11,27903852,20570920,49542044,51521028,2.75
Beijing,China,39.9,116.4,4/8/2022,2468327,33941,1331115,1103271,1.38,53.93,29.18,18834450,18410646,41966128,75589209,3.27
Madrid,Spain,40.42,-3.7,1/10/2022,4973408,43122,4753518,176768,0.87,95.58,20.8,20385593,11868379,34631573,6436225,77.27
England,UK,51.51,-0.13,2/18/2022,2083855,56274,1893509,134072,2.7,90.87,110.67,12355577,7304148,21702841,10804958,19.29
Lombardy,Italy,45.47,9.19,2/14/2021,772845,30194,425079,317572,3.91,55,7.29,996450,747498,3388613,13460077,5.74
Tamil Nadu,India,13.08,80.27,11/8/2021,3274598,120137,1823882,1330579,3.67,55.7,21.3,4770548,4107763,11247796,67376156,4.86
Scotland,UK,55.95,-3.19,12/4/2022,340209,5384,291010,43815,1.58,85.54,78.75,27124191,17126398,45573671,30450669,1.12
Nuevo León,Mexico,25.67,-100.31,6/25/2021,1989323,93359,1119062,776902,4.69,56.25,92.75,21479367,19992777,43986912,15095808,13.18
Beijing,China,39.9,116.4,8/8/2022,3760310,14209,2053320,1692781,0.38,54.61,26.92,8361195,7959968,21197077,17445048,21.56
Lombardy,Italy,45.47,9.19,2/25/2022,173253,5697,151226,16330,3.29,87.29,9.23,4757561,4034687,10618990,96255171,0.18
Texas,USA,31.97,-99.9,10/1/2022,3245900,134107,2389444,722349,4.13,73.61,32.11,25186096,13637483,40191727,68003973,4.77
British Columbia,Canada,49.28,-123.12,2/16/2022,938496,27436,604320,306740,2.92,64.39,26.78,8123208,7807723,16051366,14580101,6.44
Tamil Nadu,India,13.08,80.27,7/5/2022,1623434,20877,1324306,278251,1.29,81.57,40.67,13216258,8412487,25722180,22787937,7.12
Hubei,China,30.58,114.27,4/6/2022,2054624,38659,1151870,864095,1.88,56.06,98.9,28181400,25696079,57181661,71479596,2.87
Moscow,Russia,55.75,37.62,9/11/2021,4356089,81992,2850030,1424067,1.88,65.43,329.93,22830105,13970920,37729133,77112903,5.65
Delhi,India,28.61,77.21,10/28/2021,262709,3547,242065,17097,1.35,92.14,22.59,1174353,861098,5633794,38187822,0.69
Texas,USA,31.97,-99.9,4/25/2021,1074302,45952,979375,48975,4.28,91.16,32.18,23010050,16655428,41927469,16981116,6.33
Uttar Pradesh,India,26.85,80.91,8/17/2021,1402402,6951,841366,554085,0.5,59.99,33.32,25712949,17569261,46695883,42676889,3.29
Saint Petersburg,Russia,59.93,30.33,12/13/2022,583129,6025,338176,238928,1.03,57.99,8.14,6281549,4001432,11619699,62538981,0.93
Guangdong,China,23.38,113.43,5/9/2022,2757235,85131,1448320,1223784,3.09,52.53,21.76,19707844,10983763,33720142,39852869,6.92
Jalisco,Mexico,20.67,-103.35,3/5/2022,739910,13813,460748,265349,1.87,62.27,45.59,28158730,14323565,44381012,99603254,0.74
Quebec,Canada,46.81,-71.21,5/4/2023,3276058,43777,2928852,303429,1.34,89.4,33.05,7844759,6315709,17331301,42680172,7.68
California,USA,36.77,-119.42,2/28/2023,1289978,45110,698950,545918,3.5,54.18,17.18,16601298,13533118,30363563,16662202,7.74
Rio de Janeiro,Brazil,-22.91,-43.17,8/19/2023,2871241,68810,1844535,957896,2.4,64.24,7.6,1029083,724769,3871837,52458089,5.47
England,UK,51.51,-0.13,4/28/2023,1406445,64457,806742,535246,4.58,57.36,46.77,3909469,2208568,10295596,94736264,1.48
